prediction_week,scenario,FORECAST_POINT,START_OF_WEEK,FORECAST_DISTANCE,SKILL_OFFERED_SUM (actual)_PREDICTION,EXPLANATION_1_FEATURE_NAME,EXPLANATION_1_STRENGTH,EXPLANATION_1_ACTUAL_VALUE,EXPLANATION_1_QUALITATIVE_STRENGTH,EXPLANATION_2_FEATURE_NAME,EXPLANATION_2_STRENGTH,EXPLANATION_2_ACTUAL_VALUE,EXPLANATION_2_QUALITATIVE_STRENGTH,EXPLANATION_3_FEATURE_NAME,EXPLANATION_3_STRENGTH,EXPLANATION_3_ACTUAL_VALUE,EXPLANATION_3_QUALITATIVE_STRENGTH,EXPLANATION_4_FEATURE_NAME,EXPLANATION_4_STRENGTH,EXPLANATION_4_ACTUAL_VALUE,EXPLANATION_4_QUALITATIVE_STRENGTH,EXPLANATION_5_FEATURE_NAME,EXPLANATION_5_STRENGTH,EXPLANATION_5_ACTUAL_VALUE,EXPLANATION_5_QUALITATIVE_STRENGTH,EXPLANATION_6_FEATURE_NAME,EXPLANATION_6_STRENGTH,EXPLANATION_6_ACTUAL_VALUE,EXPLANATION_6_QUALITATIVE_STRENGTH,EXPLANATION_7_FEATURE_NAME,EXPLANATION_7_STRENGTH,EXPLANATION_7_ACTUAL_VALUE,EXPLANATION_7_QUALITATIVE_STRENGTH,EXPLANATION_8_FEATURE_NAME,EXPLANATION_8_STRENGTH,EXPLANATION_8_ACTUAL_VALUE,EXPLANATION_8_QUALITATIVE_STRENGTH,EXPLANATION_9_FEATURE_NAME,EXPLANATION_9_STRENGTH,EXPLANATION_9_ACTUAL_VALUE,EXPLANATION_9_QUALITATIVE_STRENGTH,EXPLANATION_10_FEATURE_NAME,EXPLANATION_10_STRENGTH,EXPLANATION_10_ACTUAL_VALUE,EXPLANATION_10_QUALITATIVE_STRENGTH,DEPLOYMENT_APPROVAL_STATUS,ASSOCIATION_ID,forecast_step,YEAR,MONTH,DAY_OF_YEAR,WEEK_OF_YEAR,SKILL,SKILL_OFFERED_SUM,ASA,Nieuwjaarsdag,1e Paasdag,2e Paasdag,Koningsdag,Hemelvaartsdag,1e Pinksterdag,2e Pinksterdag,1e Kerstdag,2e Kerstdag,Bevrijdingsdag,Holidays,Voorjaar,Mei,Zomer,Herfst,Kerst,Vacations,Black Friday,Cyber Monday,SpecialDays,NEW CUSTOMER,MIGRATION WITH CPE,MIGRATION WITHOU CPE,CHURN,TECH SWAP,MSTB,ADDON,BASE/STEADY,BASE,MESSAGINGINDICATOR
2024-09-09,actual,2024-09-09T00:00:00Z,2024-10-21,6,43158.703125,DAY_OF_YEAR (actual),1914.45390625,295.0,+++,SKILL_OFFERED_SUM (5th lag),-1163.28828125,39693.0,--,NEW CUSTOMER (actual),-760.685546875,7627.0,--,ADDON (actual),-723.62109375,1587.0,--,START_OF_WEEK (Month) (actual),663.087890625,10.0,++,ASA (actual),-572.601171875,83.0,--,MIGRATION WITHOU CPE (actual),-498.520703125,6551.0,--,SKILL_OFFERED_SUM (velocity),-378.37578125,-1970.1666666666715,--,SKILL_OFFERED_SUM (2nd lag),-371.7953125,40836.0,--,SKILL_OFFERED_SUM (acceleration),336.501953125,-11538.0,+,APPROVED,TECH_2024-10-21,6,2024,10,295,43,TECH,,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,7627,9099,6551,9524,2935,1643,1587,"2937144,571","2976110,571",10
2024-09-09,actual,2024-09-09T00:00:00Z,2024-10-28,7,46836.94140625,DAY_OF_YEAR (actual),3312.06796875,302.0,+++,ADDON (actual),-877.5546875,1592.0,--,START_OF_WEEK (Day of Month) (actual),716.063671875,28.0,++,START_OF_WEEK (Month) (actual),590.4734375,10.0,++,SKILL_OFFERED_SUM (5th lag),-510.515625,39693.0,--,WEEK_OF_YEAR (6 week mean),-424.91640625,34.5,--,NEW CUSTOMER (actual),414.903515625,9502.0,++,SKILL_OFFERED_SUM (6 week mean),372.712109375,39392.16666666666,+,MIGRATION WITHOU CPE (actual),-351.924609375,6719.0,-,MSTB (actual),317.6765625,1671.0,+,APPROVED,TECH_2024-10-28,7,2024,10,302,44,TECH,,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,0,0,0,9502,8777,6719,10945,6493,1671,1592,"2928245,429","2973944,429",10
2024-09-09,actual,2024-09-09T00:00:00Z,2024-11-04,8,44661.203125,ASA (actual),-3076.83515625,29.0,---,DAY_OF_YEAR (actual),1803.369140625,309.0,++,MIGRATION WITH CPE (actual),1501.4234375,10510.0,++,SKILL_OFFERED_SUM (velocity),-682.66328125,-1970.1666666666715,--,NEW CUSTOMER (actual),-644.96015625,7532.0,--,START_OF_WEEK (Month) (actual),573.932421875,11.0,++,SKILL_OFFERED_SUM (6 week median),-490.6359375,39358.5,-,MIGRATION WITHOU CPE (actual),-433.827734375,6339.0,-,SKILL_OFFERED_SUM (acceleration),377.244140625,-11538.0,+,CHURN (actual),373.302734375,8862.0,+,APPROVED,TECH_2024-11-04,8,2024,11,309,45,TECH,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7532,10510,6339,8862,3015,1618,1663,"2924862,857","2964401,857",10
2024-09-09,actual,2024-09-09T00:00:00Z,2024-11-11,9,41103.328125,ASA (actual),-2781.96953125,29.0,---,DAY_OF_YEAR (actual),1763.05390625,316.0,++,MIGRATION WITH CPE (actual),-1418.945703125,8037.0,--,SKILL_OFFERED_SUM (5th lag),-1124.97734375,39693.0,--,SKILL_OFFERED_SUM (6 week median),-738.646484375,39358.5,--,SKILL_OFFERED_SUM (acceleration),559.713671875,-11538.0,++,NEW CUSTOMER (actual),-505.371875,7423.0,-,START_OF_WEEK (Month) (actual),498.55703125,11.0,+,SKILL_OFFERED_SUM (velocity),-471.210546875,-1970.1666666666715,-,ADDON (actual),-456.669921875,1675.0,-,APPROVED,TECH_2024-11-11,9,2024,11,316,46,TECH,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7423,8037,6298,10109,1911,1659,1675,"2918502,857","2955614,857",10
2024-09-09,actual,2024-09-09T00:00:00Z,2024-11-18,10,46298.859375,DAY_OF_YEAR (actual),2411.278125,323.0,+++,ASA (actual),1241.946875,130.0,++,SKILL_OFFERED_SUM (6 week std),-1060.04765625,2417.210741053967,--,SKILL_OFFERED_SUM (5th lag),-996.357421875,39693.0,--,START_OF_WEEK (Month) (actual),720.646875,11.0,++,SKILL_OFFERED_SUM (acceleration),569.321484375,-11538.0,++,CHURN (actual),554.905078125,9230.0,++,SKILL_OFFERED_SUM (6 week mean),486.562109375,39392.16666666666,++,SKILL_OFFERED_SUM (velocity),-479.90390625,-1970.1666666666715,--,WEEK_OF_YEAR (6 week mean),453.917578125,34.5,++,APPROVED,TECH_2024-11-18,10,2024,11,323,47,TECH,,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7702,4955,7002,9230,3984,1571,1708,"2912587,571","2948739,571",10
2024-09-09,actual,2024-09-09T00:00:00Z,2024-11-25,11,45201.078125,DAY_OF_YEAR (actual),1566.55625,330.0,+++,SKILL_OFFERED_SUM (5th lag),-1136.730859375,39693.0,--,SKILL_OFFERED_SUM (6 week std),-894.103125,2417.210741053967,--,SKILL_OFFERED_SUM (acceleration),656.015625,-11538.0,++,START_OF_WEEK (Month) (actual),542.790625,11.0,++,ASA (actual),535.7125,115.0,++,SKILL_OFFERED_SUM (velocity),-474.566015625,-1970.1666666666715,--,SKILL_OFFERED_SUM (3rd lag),444.29765625,36376.0,++,SKILL_OFFERED_SUM (2nd lag),-424.30546875,40836.0,--,MIGRATION WITHOU CPE (actual),-390.731640625,7528.0,--,APPROVED,TECH_2024-11-25,11,2024,11,330,48,TECH,,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,8907,4871,7528,11420,1971,1657,1610,2902309,2940273,10
2024-09-09,actual,2024-09-09T00:00:00Z,2024-12-02,12,45015.74609375,DAY_OF_YEAR (actual),2099.538671875,337.0,+++,SKILL_OFFERED_SUM (6 week mean),520.600390625,39392.16666666666,++,NEW CUSTOMER (actual),510.523046875,9551.0,++,MSTB (actual),500.94765625,1704.0,++,MIGRATION WITHOU CPE (actual),-354.1546875,6479.0,--,START_OF_WEEK (Day of Month) (actual),329.143359375,2.0,++,Holidays (actual),290.1734625,0.0,++,SKILL_OFFERED_SUM (6 week std),-264.99140625,2417.210741053967,-,SKILL_OFFERED_SUM (2nd lag),-248.443359375,40836.0,-,CHURN (actual),-243.36953125,9058.0,-,APPROVED,TECH_2024-12-02,12,2024,12,337,49,TECH,,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9551,7216,6479,9058,2839,1704,1604,"2891460,571","2929911,571",10
2024-09-09,actual,2024-09-09T00:00:00Z,2024-12-09,13,43231.48046875,DAY_OF_YEAR (actual),1909.840234375,344.0,+++,SKILL_OFFERED_SUM (5th lag),-961.635546875,39693.0,--,ADDON (actual),-669.253125,1583.0,--,SKILL_OFFERED_SUM (6 week mean),567.701171875,39392.16666666666,++,SKILL_OFFERED_SUM (acceleration),560.869921875,-11538.0,++,SKILL_OFFERED_SUM (6 week std),-472.709765625,2417.210741053967,--,SKILL_OFFERED_SUM (velocity),-435.433984375,-1970.1666666666715,--,ASA (actual),-429.915625,68.0,--,NEW CUSTOMER (actual),-391.71484375,7818.0,--,TECH SWAP (actual),382.248046875,2076.0,++,APPROVED,TECH_2024-12-09,13,2024,12,344,50,TECH,,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7818,5277,6441,9187,2076,1470,1583,"2890718,857","2924570,857",10
2024-09-16,planned,2024-09-16T00:00:00Z,2024-09-23,1,42823.7265625,ASA (actual),-1111.24453125,65.0,--,DAY_OF_YEAR (actual),-1060.926171875,267.0,--,ADDON (actual),840.279296875,3687.0,++,SKILL_OFFERED_SUM (5th lag),-617.80703125,39024.0,--,SKILL_OFFERED_SUM (naive latest value),480.92578125,40928.0,++,NEW CUSTOMER (actual),-451.67734375,7541.0,--,SKILL_OFFERED_SUM (6 week median),417.93046875,40264.5,++,MIGRATION WITH CPE (actual),403.196484375,8553.0,++,SKILL_OFFERED_SUM (acceleration),390.04296875,-6581.0,++,SKILL_OFFERED_SUM (4th lag),378.97578125,36376.0,++,APPROVED,TECH_2024-09-23,1,2024,9,267,39,TECH,,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7541,8553,6194,8138,2048,1726,3687,"2975183,571","3013070,571",10
2024-09-16,planned,2024-09-16T00:00:00Z,2024-09-30,2,44217.7421875,ADDON (actual),1301.290234375,2552.0,++,NEW CUSTOMER (actual),900.9,9101.0,++,ASA (actual),-871.351171875,63.0,--,SKILL_OFFERED_SUM (6 week mean),821.96484375,39989.66666666666,++,DAY_OF_YEAR (actual),-814.71953125,274.0,--,SKILL_OFFERED_SUM (6 week std),-753.17890625,2246.428335528794,--,SKILL_OFFERED_SUM (5th lag),-721.940625,39024.0,--,MIGRATION WITHOU CPE (actual),-550.01328125,6607.0,--,MIGRATION WITH CPE (actual),501.844140625,6282.0,++,START_OF_WEEK (Day of Month) (actual),476.79375,30.0,++,APPROVED,TECH_2024-09-30,2,2024,9,274,40,TECH,,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9101,6282,6607,9947,3120,1954,2552,"2966638,571","3006201,571",10
2024-09-16,planned,2024-09-16T00:00:00Z,2024-10-07,3,43254.5390625,DAY_OF_YEAR (actual),-1574.71015625,281.0,---,CHURN (actual),552.521875,8284.0,++,SKILL_OFFERED_SUM (4th lag),537.440234375,36376.0,++,SKILL_OFFERED_SUM (5th lag),-493.7609375,39024.0,--,NEW CUSTOMER (actual),413.78046875,6678.0,++,MIGRATION WITH CPE (actual),413.413671875,8935.0,++,START_OF_WEEK (Day of Month) (actual),-390.8078125,7.0,--,SKILL_OFFERED_SUM (6 week mean),384.319921875,39989.66666666666,++,START_OF_WEEK (Month) (actual),365.0578125,10.0,++,SKILL_OFFERED_SUM (3rd lag),-248.99765625,40836.0,-,APPROVED,TECH_2024-10-07,3,2024,10,281,41,TECH,,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6678,8935,6163,8284,3044,1756,1867,"2945312,143","2982039,143",10
2024-09-16,planned,2024-09-16T00:00:00Z,2024-10-14,4,41899.015625,MIGRATION WITH CPE (actual),-1042.927734375,7650.0,--,DAY_OF_YEAR (actual),950.648046875,288.0,++,MIGRATION WITHOU CPE (actual),-641.938671875,7231.0,--,SKILL_OFFERED_SUM (5th lag),-610.1890625,39024.0,--,SKILL_OFFERED_SUM (4th lag),517.3375,36376.0,++,START_OF_WEEK (Day of Month) (actual),-512.7296875,14.0,--,SKILL_OFFERED_SUM (6 week mean),475.0421875,39989.66666666666,++,ASA (actual),-422.9921875,59.0,--,SKILL_OFFERED_SUM (3rd lag),-357.5640625,40836.0,--,START_OF_WEEK (Month) (actual),338.646875,10.0,++,APPROVED,TECH_2024-10-14,4,2024,10,288,42,TECH,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7064,7650,7231,9080,2935,1639,1654,"2944729,857","2981982,857",10
2024-09-16,planned,2024-09-16T00:00:00Z,2024-10-21,5,43914.0625,DAY_OF_YEAR (actual),1718.116796875,295.0,+++,SKILL_OFFERED_SUM (5th lag),-1417.954296875,39024.0,--,ADDON (actual),-777.882421875,1587.0,--,ASA (actual),-758.09765625,83.0,--,SKILL_OFFERED_SUM (4th lag),748.269921875,36376.0,++,MIGRATION WITHOU CPE (actual),-644.09921875,6551.0,--,START_OF_WEEK (Month) (actual),617.99921875,10.0,++,CHURN (actual),-474.703515625,9524.0,--,NEW CUSTOMER (actual),-440.7234375,7627.0,--,SKILL_OFFERED_SUM (6 week median),400.88203125,40264.5,++,APPROVED,TECH_2024-10-21,5,2024,10,295,43,TECH,,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,7627,9099,6551,9524,2935,1643,1587,"2937144,571","2976110,571",10
2024-09-16,planned,2024-09-16T00:00:00Z,2024-10-28,6,47180.08984375,DAY_OF_YEAR (actual),3083.317578125,302.0,+++,ADDON (actual),-895.691796875,1592.0,--,SKILL_OFFERED_SUM (5th lag),-765.184765625,39024.0,--,START_OF_WEEK (Day of Month) (actual),760.488671875,28.0,++,SKILL_OFFERED_SUM (4th lag),683.672265625,36376.0,++,START_OF_WEEK (Month) (actual),545.386328125,10.0,++,NEW CUSTOMER (actual),522.923828125,9502.0,++,SKILL_OFFERED_SUM (6 week mean),503.15859375,39989.66666666666,++,MIGRATION WITHOU CPE (actual),-497.50703125,6719.0,--,WEEK_OF_YEAR (6 week mean),-466.529296875,35.5,--,APPROVED,TECH_2024-10-28,6,2024,10,302,44,TECH,,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,0,0,0,9502,8777,6719,10945,6493,1671,1592,"2928245,429","2973944,429",10
2024-09-16,planned,2024-09-16T00:00:00Z,2024-11-04,7,45383.640625,ASA (actual),-2891.4078125,29.0,---,MIGRATION WITH CPE (actual),1604.305078125,10510.0,++,DAY_OF_YEAR (actual),1373.489453125,309.0,++,SKILL_OFFERED_SUM (4th lag),839.237890625,36376.0,++,SKILL_OFFERED_SUM (6 week mean),477.31796875,39989.66666666666,++,SKILL_OFFERED_SUM (5th lag),-386.746484375,39024.0,-,SKILL_OFFERED_SUM (velocity),381.501953125,-5079.666666666675,+,NEW CUSTOMER (actual),-356.83125,7532.0,-,START_OF_WEEK (Day of Month) (actual),306.08046875,4.0,+,WEEK_OF_YEAR (6 week mean),-299.3890625,35.5,-,APPROVED,TECH_2024-11-04,7,2024,11,309,45,TECH,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7532,10510,6339,8862,3015,1618,1663,"2924862,857","2964401,857",10
2024-09-16,planned,2024-09-16T00:00:00Z,2024-11-11,8,41104.3515625,ASA (actual),-2596.54609375,29.0,---,MIGRATION WITH CPE (actual),-1484.059375,8037.0,--,DAY_OF_YEAR (actual),1361.190625,316.0,++,SKILL_OFFERED_SUM (5th lag),-1267.58046875,39024.0,--,SKILL_OFFERED_SUM (4th lag),776.188671875,36376.0,++,TECH SWAP (actual),-692.07578125,1911.0,--,ADDON (actual),-540.712109375,1675.0,--,Holidays (actual),335.663690625,0.0,+,CHURN (actual),-330.373046875,10109.0,-,NEW CUSTOMER (actual),-321.97734375,7423.0,-,APPROVED,TECH_2024-11-11,8,2024,11,316,46,TECH,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7423,8037,6298,10109,1911,1659,1675,"2918502,857","2955614,857",10
2024-09-16,planned,2024-09-16T00:00:00Z,2024-11-18,9,46785.32421875,DAY_OF_YEAR (actual),2288.067578125,323.0,+++,ASA (actual),1289.640625,130.0,++,SKILL_OFFERED_SUM (5th lag),-1075.546875,39024.0,--,SKILL_OFFERED_SUM (6 week std),-1056.95703125,2246.428335528794,--,SKILL_OFFERED_SUM (4th lag),773.821875,36376.0,++,SKILL_OFFERED_SUM (6 week mean),617.0125,39989.66666666666,++,WEEK_OF_YEAR (6 week mean),438.4515625,35.5,++,SKILL_OFFERED_SUM (3rd lag),-400.354296875,40836.0,-,MIGRATION WITHOU CPE (actual),-383.8359375,7002.0,-,CHURN (actual),350.44140625,9230.0,+,APPROVED,TECH_2024-11-18,9,2024,11,323,47,TECH,,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7702,4955,7002,9230,3984,1571,1708,"2912587,571","2948739,571",10
2024-09-16,planned,2024-09-16T00:00:00Z,2024-11-25,10,44908.25,DAY_OF_YEAR (actual),1271.5953125,330.0,++,SKILL_OFFERED_SUM (5th lag),-1215.922265625,39024.0,--,SKILL_OFFERED_SUM (6 week std),-994.678125,2246.428335528794,--,SKILL_OFFERED_SUM (4th lag),691.952734375,36376.0,++,ASA (actual),604.03359375,115.0,++,NEW CUSTOMER (actual),453.668359375,8907.0,++,SKILL_OFFERED_SUM (6 week mean),427.396484375,39989.66666666666,++,MIGRATION WITH CPE (actual),-385.55234375,4871.0,--,Holidays (actual),351.2719875,0.0,++,CHURN (actual),-348.14296875,11420.0,--,APPROVED,TECH_2024-11-25,10,2024,11,330,48,TECH,,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,8907,4871,7528,11420,1971,1657,1610,2902309,2940273,10
2024-09-16,planned,2024-09-16T00:00:00Z,2024-12-02,11,45385.64453125,DAY_OF_YEAR (actual),1783.059375,337.0,+++,NEW CUSTOMER (actual),718.30078125,9551.0,++,SKILL_OFFERED_SUM (4th lag),680.792578125,36376.0,++,SKILL_OFFERED_SUM (6 week mean),651.0484375,39989.66666666666,++,MSTB (actual),608.843359375,1704.0,++,MIGRATION WITHOU CPE (actual),-560.594921875,6479.0,--,CHURN (actual),-420.38671875,9058.0,--,SKILL_OFFERED_SUM (3rd lag),-375.88125,40836.0,--,ASA (actual),-340.07109375,83.0,--,Holidays (actual),290.1734625,0.0,+,APPROVED,TECH_2024-12-02,11,2024,12,337,49,TECH,,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9551,7216,6479,9058,2839,1704,1604,"2891460,571","2929911,571",10
2024-09-16,planned,2024-09-16T00:00:00Z,2024-12-09,12,43631.46875,DAY_OF_YEAR (actual),1694.183203125,344.0,+++,SKILL_OFFERED_SUM (5th lag),-913.177734375,39024.0,--,SKILL_OFFERED_SUM (6 week std),-782.76796875,2246.428335528794,--,ADDON (actual),-771.16796875,1583.0,--,SKILL_OFFERED_SUM (4th lag),722.899609375,36376.0,++,SKILL_OFFERED_SUM (6 week mean),677.826171875,39989.66666666666,++,ASA (actual),-655.14453125,68.0,--,CHURN (actual),-368.70390625,9187.0,--,MSTB (actual),293.43125,1470.0,+,Holidays (actual),288.333984375,0.0,+,APPROVED,TECH_2024-12-09,12,2024,12,344,50,TECH,,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7818,5277,6441,9187,2076,1470,1583,"2890718,857","2924570,857",10
2024-09-16,planned,2024-09-16T00:00:00Z,2024-12-16,13,40548.69921875,DAY_OF_YEAR (actual),-2641.78515625,351.0,---,ASA (actual),-1538.39921875,27.0,--,SKILL_OFFERED_SUM (6 week std),-1086.8265625,2246.428335528794,--,NEW CUSTOMER (actual),1085.585546875,8922.0,++,START_OF_WEEK (Month) (actual),990.88203125,12.0,++,SKILL_OFFERED_SUM (5th lag),-644.639453125,39024.0,--,SKILL_OFFERED_SUM (6 week mean),544.911328125,39989.66666666666,++,SKILL_OFFERED_SUM (4th lag),493.666796875,36376.0,+,TECH SWAP (actual),466.35078125,1899.0,+,SKILL_OFFERED_SUM (2nd lag),-459.89375,43081.0,-,APPROVED,TECH_2024-12-16,13,2024,12,351,51,TECH,,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,8922,4740,6369,10835,1899,1496,1420,"2884598,571","2920279,571",10
2024-09-16,actual,2024-09-16T00:00:00Z,2024-09-23,1,42823.7265625,ASA (actual),-1111.24453125,65.0,--,DAY_OF_YEAR (actual),-1060.926171875,267.0,--,ADDON (actual),840.279296875,3687.0,++,SKILL_OFFERED_SUM (5th lag),-617.80703125,39024.0,--,SKILL_OFFERED_SUM (naive latest value),480.92578125,40928.0,++,NEW CUSTOMER (actual),-451.67734375,7541.0,--,SKILL_OFFERED_SUM (6 week median),417.93046875,40264.5,++,MIGRATION WITH CPE (actual),403.196484375,8553.0,++,SKILL_OFFERED_SUM (acceleration),390.04296875,-6581.0,++,SKILL_OFFERED_SUM (4th lag),378.97578125,36376.0,++,APPROVED,TECH_2024-09-23,1,2024,9,267,39,TECH,,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7541,8553,6194,8138,2048,1726,3687,"2975183,571","3013070,571",10
2024-09-16,actual,2024-09-16T00:00:00Z,2024-09-30,2,44217.7421875,ADDON (actual),1301.290234375,2552.0,++,NEW CUSTOMER (actual),900.9,9101.0,++,ASA (actual),-871.351171875,63.0,--,SKILL_OFFERED_SUM (6 week mean),821.96484375,39989.66666666666,++,DAY_OF_YEAR (actual),-814.71953125,274.0,--,SKILL_OFFERED_SUM (6 week std),-753.17890625,2246.428335528794,--,SKILL_OFFERED_SUM (5th lag),-721.940625,39024.0,--,MIGRATION WITHOU CPE (actual),-550.01328125,6607.0,--,MIGRATION WITH CPE (actual),501.844140625,6282.0,++,START_OF_WEEK (Day of Month) (actual),476.79375,30.0,++,APPROVED,TECH_2024-09-30,2,2024,9,274,40,TECH,,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9101,6282,6607,9947,3120,1954,2552,"2966638,571","3006201,571",10
2024-09-16,actual,2024-09-16T00:00:00Z,2024-10-07,3,43254.5390625,DAY_OF_YEAR (actual),-1574.71015625,281.0,---,CHURN (actual),552.521875,8284.0,++,SKILL_OFFERED_SUM (4th lag),537.440234375,36376.0,++,SKILL_OFFERED_SUM (5th lag),-493.7609375,39024.0,--,NEW CUSTOMER (actual),413.78046875,6678.0,++,MIGRATION WITH CPE (actual),413.413671875,8935.0,++,START_OF_WEEK (Day of Month) (actual),-390.8078125,7.0,--,SKILL_OFFERED_SUM (6 week mean),384.319921875,39989.66666666666,++,START_OF_WEEK (Month) (actual),365.0578125,10.0,++,SKILL_OFFERED_SUM (3rd lag),-248.99765625,40836.0,-,APPROVED,TECH_2024-10-07,3,2024,10,281,41,TECH,,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6678,8935,6163,8284,3044,1756,1867,"2945312,143","2982039,143",10
2024-09-16,actual,2024-09-16T00:00:00Z,2024-10-14,4,41899.015625,MIGRATION WITH CPE (actual),-1042.927734375,7650.0,--,DAY_OF_YEAR (actual),950.648046875,288.0,++,MIGRATION WITHOU CPE (actual),-641.938671875,7231.0,--,SKILL_OFFERED_SUM (5th lag),-610.1890625,39024.0,--,SKILL_OFFERED_SUM (4th lag),517.3375,36376.0,++,START_OF_WEEK (Day of Month) (actual),-512.7296875,14.0,--,SKILL_OFFERED_SUM (6 week mean),475.0421875,39989.66666666666,++,ASA (actual),-422.9921875,59.0,--,SKILL_OFFERED_SUM (3rd lag),-357.5640625,40836.0,--,START_OF_WEEK (Month) (actual),338.646875,10.0,++,APPROVED,TECH_2024-10-14,4,2024,10,288,42,TECH,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7064,7650,7231,9080,2935,1639,1654,"2944729,857","2981982,857",10
2024-09-16,actual,2024-09-16T00:00:00Z,2024-10-21,5,43914.0625,DAY_OF_YEAR (actual),1718.116796875,295.0,+++,SKILL_OFFERED_SUM (5th lag),-1417.954296875,39024.0,--,ADDON (actual),-777.882421875,1587.0,--,ASA (actual),-758.09765625,83.0,--,SKILL_OFFERED_SUM (4th lag),748.269921875,36376.0,++,MIGRATION WITHOU CPE (actual),-644.09921875,6551.0,--,START_OF_WEEK (Month) (actual),617.99921875,10.0,++,CHURN (actual),-474.703515625,9524.0,--,NEW CUSTOMER (actual),-440.7234375,7627.0,--,SKILL_OFFERED_SUM (6 week median),400.88203125,40264.5,++,APPROVED,TECH_2024-10-21,5,2024,10,295,43,TECH,,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,7627,9099,6551,9524,2935,1643,1587,"2937144,571","2976110,571",10
2024-09-16,actual,2024-09-16T00:00:00Z,2024-10-28,6,47180.08984375,DAY_OF_YEAR (actual),3083.317578125,302.0,+++,ADDON (actual),-895.691796875,1592.0,--,SKILL_OFFERED_SUM (5th lag),-765.184765625,39024.0,--,START_OF_WEEK (Day of Month) (actual),760.488671875,28.0,++,SKILL_OFFERED_SUM (4th lag),683.672265625,36376.0,++,START_OF_WEEK (Month) (actual),545.386328125,10.0,++,NEW CUSTOMER (actual),522.923828125,9502.0,++,SKILL_OFFERED_SUM (6 week mean),503.15859375,39989.66666666666,++,MIGRATION WITHOU CPE (actual),-497.50703125,6719.0,--,WEEK_OF_YEAR (6 week mean),-466.529296875,35.5,--,APPROVED,TECH_2024-10-28,6,2024,10,302,44,TECH,,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,0,0,0,9502,8777,6719,10945,6493,1671,1592,"2928245,429","2973944,429",10
2024-09-16,actual,2024-09-16T00:00:00Z,2024-11-04,7,45383.640625,ASA (actual),-2891.4078125,29.0,---,MIGRATION WITH CPE (actual),1604.305078125,10510.0,++,DAY_OF_YEAR (actual),1373.489453125,309.0,++,SKILL_OFFERED_SUM (4th lag),839.237890625,36376.0,++,SKILL_OFFERED_SUM (6 week mean),477.31796875,39989.66666666666,++,SKILL_OFFERED_SUM (5th lag),-386.746484375,39024.0,-,SKILL_OFFERED_SUM (velocity),381.501953125,-5079.666666666675,+,NEW CUSTOMER (actual),-356.83125,7532.0,-,START_OF_WEEK (Day of Month) (actual),306.08046875,4.0,+,WEEK_OF_YEAR (6 week mean),-299.3890625,35.5,-,APPROVED,TECH_2024-11-04,7,2024,11,309,45,TECH,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7532,10510,6339,8862,3015,1618,1663,"2924862,857","2964401,857",10
